,12816,12707,9643,12698,12697,9644,12693,9645,9646,12689,12688,9647,12684,12683,9648,9649,9650,12674,9651,9652
ogro,-0.2050,0.0277,0.1031,-0.0363,0.1654,0.2872,-0.2473,-0.3167,0.0562,-0.2222,0.3914,0.1777,-0.0070,-0.0884,0.3963,-0.4189,0.1920,0.4114,-0.5297,-0.1411
optp,0.0880,-0.4156,0.0042,0.1691,0.1035,0.0599,-0.0962,-0.3844,-0.2351,-0.1538,-0.0175,0.1763,0.2094,-0.0804,0.0028,-0.0723,0.2002,0.0100,-0.2793,-0.1675
PAIM,-0.1562,-0.1323,-0.1408,-0.0957,-0.0630,0.0569,-0.0102,-0.0779,-0.4511,-0.2920,-0.0477,0.1293,-0.1188,-0.2819,-0.1030,-0.0241,-0.1819,0.1044,0.1987,-0.0207
pncv,-0.2408,-0.1301,0.0027,-0.1264,0.4928,-0.1986,0.4670,0.4261,0.4413,0.2923,0.0085,-0.1753,-0.2742,0.1587,-0.1014,-0.0759,-0.1555,-0.1096,0.3142,-0.0499
rasr,0.4452,0.4483,0.2889,0.2386,-0.0492,0.4579,0.3188,0.2095,0.5142,-0.2220,0.1816,0.2159,0.1689,0.0381,0.5219,-0.0665,0.2671,0.0164,0.4339,0.1565
rosa,0.2580,-0.2877,0.2186,-0.4370,-0.0283,-0.0768,-0.3364,-0.1048,0.0124,-0.2555,-0.2357,0.0831,-0.0672,-0.0909,0.0202,-0.1573,0.0190,0.0935,-0.3758,-0.2518
rstr,0.4186,0.3026,0.0283,-0.1311,0.5194,0.3445,0.5547,0.1738,0.3805,0.1092,0.3661,0.3864,0.0876,0.2418,0.2509,0.3926,0.4048,0.5227,-0.0743,-0.1031
size,0.0906,-0.3914,-0.0819,-0.4913,-0.1809,-0.1108,-0.1426,-0.2770,-0.2937,-0.2648,-0.0936,0.1060,-0.3174,0.0354,0.2147,-0.0080,-0.0540,0.1993,-0.2938,-0.2767
stvi,0.4060,0.6003,0.2985,0.4461,0.4366,0.6202,0.5027,0.2046,0.4043,0.3344,0.2949,0.2544,0.3226,0.3876,0.5591,0.4180,0.4744,0.5642,0.3794,0.2431
agro_cwcnorm,-0.1314,-0.6102,-0.2005,0.2462,-0.2283,-0.0987,-0.0915,-0.1091,-0.4350,-0.4013,-0.0517,0.0561,-0.2192,0.0515,-0.0206,0.1494,0.0991,0.2079,-0.0136,-0.2677
